Employee ID,Employee Name,Department/Team,Designation/Role,Date of Joining,Current Employment Status,Total Work Duration (years),Leave Date,Leave Type,Leave Approval Status,Leave Frequency,Weekend Leaves (Sat/Sun Included?),Sandwich Policy Applied?,Tasks Assigned,Tasks Completed on Time,Missed Deadlines,Employee Performance Score,Team Size,Active Employees in Team,Leaves in Team for Same Period,Skill Rating,Past Performance Reviews,Project Involvement,Total Leave Days (per month/year),Leave Impact on Work,Performance Rating,Eligibility Score
752409,Todd Burke,Operations,Intern,2018-05-03,Active,6.8,2024-01-01,Sick Leave,Pending,10,No,Yes,22,3,19,68.4,21,20,17,6.7,2.4,High,24,Medium,3.7,54.8
794655,Jill Collins,HR,Team Lead,2017-09-15,Resigned,7.2,2024-08-26,Vacation,Rejected,6,No,No,37,2,35,83.1,20,12,0,1.3,1.4,High,17,Low,2.7,94.4
915354,Miranda Ramirez,Marketing,Manager,2013-12-24,Active,11.2,2024-04-30,Vacation,Approved,4,Yes,No,51,41,10,89.8,20,6,10,8.1,1.4,Low,20,High,4.6,62.9
619706,Donald Chang,Marketing,Junior Engineer,2010-12-21,Active,14.2,2024-09-22,Maternity/Paternity Leave,Pending,2,Yes,Yes,30,26,4,79.3,10,8,10,9.0,1.5,Low,16,High,2.3,68.7
944393,William Mcdonald DDS,Sales,Junior Engineer,2010-03-09,Active,15.0,2024-01-08,Emergency Leave,Rejected,10,No,No,11,5,6,71.5,19,8,12,7.5,1.3,Medium,8,High,3.3,42.7
35663,Joseph Ortega,Operations,Director,2012-10-19,Active,12.3,2024-07-17,Emergency Leave,Approved,8,No,Yes,61,7,54,76.6,50,29,18,4.8,1.9,Medium,14,Low,2.5,79.1
625090,Amber Snow,Engineering,Team Lead,2018-07-27,Active,6.6,2024-10-06,Casual Leave,Approved,10,No,No,21,4,17,81.4,9,8,5,2.8,1.4,Low,14,Medium,2.7,75.1
245583,Tiffany Acevedo,Sales,Junior Engineer,2017-05-04,Active,7.8,2024-04-09,Sick Leave,Rejected,9,No,No,43,43,0,54.3,16,16,10,1.7,4.9,High,29,High,4.9,43.5
876656,Bernard Reed,Marketing,Director,2017-01-28,Active,8.1,2024-02-04,Maternity/Paternity Leave,Pending,7,Yes,Yes,68,38,30,99.9,29,5,20,4.1,4.2,Medium,18,High,1.4,62.2
926353,Crystal Cox,Sales,Manager,2019-05-19,Active,5.8,2024-03-25,Vacation,Rejected,8,No,No,89,5,84,53.9,15,14,7,1.1,3.5,High,22,High,3.9,66.1
370324,Teresa Chang,Finance,Manager,2012-05-28,Active,12.7,2024-09-28,Vacation,Rejected,7,No,No,47,42,5,99.7,39,26,4,7.4,4.9,High,4,High,4.7,79.9
335908,Howard Ryan,Engineering,Associate,2017-01-01,Active,8.1,2024-08-29,Emergency Leave,Pending,1,Yes,Yes,35,21,14,53.8,23,11,8,5.7,3.5,High,16,High,3.4,82.3
738628,Nicole Nguyen,Engineering,Manager,2017-11-08,Resigned,1.9,2024-07-24,Emergency Leave,Pending,0,No,Yes,12,7,5,99.5,30,21,6,2.1,1.9,Medium,28,Medium,3.5,30.6
424572,Sandra Lambert,IT,Team Lead,2016-08-25,Active,8.5,2024-11-12,Maternity/Paternity Leave,Pending,4,Yes,No,46,42,4,90.0,14,6,7,2.6,4.3,High,20,Low,3.5,52.3
879797,Steven Bailey,IT,Senior Engineer,2013-12-22,Active,11.2,2024-11-03,Casual Leave,Approved,7,Yes,No,48,7,41,87.8,12,1,3,9.6,2.9,Medium,14,Medium,3.7,8.7
223219,April Mitchell,IT,Analyst,2013-04-07,Active,11.9,2024-02-21,Casual Leave,Pending,5,No,No,92,62,30,90.0,14,14,12,4.6,2.7,Low,23,High,4.6,50.7
798403,Ernest Thomas,Operations,Junior Engineer,2012-05-06,Active,12.8,2024-07-23,Maternity/Paternity Leave,Approved,4,No,Yes,16,10,6,71.5,37,11,14,1.2,4.4,Medium,3,Medium,2.5,81.6
661032,Jeffrey Jenkins,Marketing,Intern,2018-09-03,Terminated,0.3,2024-09-19,Sick Leave,Pending,6,Yes,No,39,11,28,70.7,16,16,13,1.2,1.4,Low,7,High,3.0,89.2
481699,Valerie Gomez,Marketing,Intern,2012-12-02,Active,12.2,2024-01-07,Vacation,Approved,7,No,No,60,6,54,88.1,47,20,7,2.3,1.1,Medium,3,High,4.4,40.9
237362,Eric Wong,Sales,Manager,2022-05-05,Active,2.8,2024-04-04,Casual Leave,Rejected,5,Yes,No,88,42,46,50.8,47,5,0,9.4,1.3,Medium,25,Medium,2.0,69.3
581198,Emily Howard,Sales,Associate,2021-02-09,Terminated,3.6,2024-05-21,Maternity/Paternity Leave,Approved,2,Yes,No,39,27,12,58.0,22,5,15,2.0,4.3,Medium,28,Medium,4.0,70.6
632773,Stephanie Blackburn,Operations,Intern,2015-01-15,Active,10.1,2024-03-17,Emergency Leave,Pending,7,No,No,38,34,4,52.0,17,2,0,3.9,4.6,Low,22,Medium,4.7,2.9
800158,Sheila Martinez,Operations,Associate,2011-05-29,Resigned,12.4,2024-01-09,Emergency Leave,Rejected,1,No,Yes,75,68,7,73.2,33,30,10,8.8,3.8,Medium,21,Low,3.2,22.4
823191,Donald Nguyen,Marketing,Associate,2017-08-15,Resigned,0.6,2024-08-06,Vacation,Approved,9,Yes,Yes,46,6,40,56.5,48,36,6,7.6,2.9,High,17,Medium,2.3,18.5
341709,Autumn Mays,HR,Team Lead,2015-06-02,Active,9.7,2024-07-26,Sick Leave,Approved,2,No,No,99,61,38,83.3,9,1,2,1.0,1.2,Medium,13,Medium,3.8,21.8
748696,Dr. Julia Jones MD,IT,Analyst,2022-03-17,Active,2.9,2024-09-20,Emergency Leave,Pending,0,No,Yes,36,22,14,68.8,39,38,23,5.8,3.0,High,16,Low,2.3,40.9
718378,Bruce Williams,IT,Analyst,2016-03-18,Active,8.9,2024-03-26,Emergency Leave,Approved,0,Yes,Yes,14,1,13,54.5,16,5,1,1.1,3.4,Medium,3,Medium,3.3,58.2
361800,Angela Medina,Engineering,Team Lead,2013-02-03,Active,12.0,2024-11-23,Casual Leave,Pending,2,No,No,61,29,32,82.0,20,10,9,2.2,2.8,Medium,12,Medium,3.6,42.5
120197,Kevin Cunningham,Operations,Director,2020-07-09,Active,4.6,2024-11-23,Vacation,Rejected,8,No,No,61,41,20,80.3,21,20,1,8.9,4.5,Medium,23,Medium,4.0,26.4
246904,Rick Black,Operations,Manager,2022-06-28,Active,2.6,2024-04-15,Emergency Leave,Approved,5,Yes,Yes,60,7,53,62.7,9,4,9,1.0,2.9,Medium,11,Low,2.2,71.2
351781,Anna Cooley,HR,Analyst,2022-12-14,Active,2.2,2024-06-06,Casual Leave,Rejected,0,Yes,No,11,10,1,57.6,32,9,27,5.6,1.8,Medium,12,Low,4.5,82.6
12215,Katie York,HR,Junior Engineer,2019-03-12,Terminated,1.5,2024-09-18,Sick Leave,Approved,1,Yes,Yes,99,92,7,85.6,43,30,24,2.5,4.8,High,17,Medium,1.1,79.3
630301,Jeffery Johnson,Operations,Team Lead,2020-04-09,Active,4.9,2024-03-26,Emergency Leave,Rejected,1,No,No,86,60,26,65.9,49,13,25,6.4,3.0,High,5,Medium,1.6,64.2
505376,Heidi Wright,IT,Manager,2013-10-20,Active,11.3,2024-04-10,Vacation,Rejected,3,No,No,82,77,5,77.6,41,34,7,4.9,1.4,High,25,High,3.8,62.3
992264,Tonya Nelson,Engineering,Manager,2013-10-22,Active,11.3,2024-03-24,Emergency Leave,Rejected,5,No,Yes,29,8,21,63.8,6,6,2,3.8,2.4,Medium,19,Low,2.7,52.0
127963,Karen Willis,Engineering,Analyst,2022-04-18,Resigned,2.4,2024-05-17,Sick Leave,Rejected,9,Yes,Yes,78,30,48,52.2,30,2,15,8.0,4.6,Low,14,Medium,2.5,94.2
929840,Christopher Becker,Finance,Senior Engineer,2018-03-04,Active,7.0,2024-08-30,Maternity/Paternity Leave,Rejected,6,No,Yes,35,16,19,60.4,10,4,5,9.9,2.7,High,16,High,1.2,37.1
389081,Christopher Bailey,IT,Associate,2020-09-24,Active,4.4,2024-05-13,Sick Leave,Pending,4,No,Yes,50,15,35,89.5,21,19,9,2.2,2.9,Medium,26,High,2.9,53.2
254038,Emily Lawson,HR,Associate,2018-09-17,Active,6.4,2024-09-15,Emergency Leave,Rejected,1,Yes,Yes,51,2,49,79.4,25,12,17,3.0,2.7,Low,13,Low,3.2,16.2
411627,Benjamin Smith,Finance,Associate,2022-08-25,Active,2.5,2024-12-09,Sick Leave,Approved,2,No,Yes,49,45,4,76.3,24,1,6,1.1,4.5,High,4,High,2.3,88.0
710723,Sandra Terry,Marketing,Junior Engineer,2011-07-27,Active,13.6,2024-04-23,Maternity/Paternity Leave,Rejected,9,Yes,Yes,88,2,86,70.8,13,4,0,1.2,4.5,Low,29,Medium,1.5,44.4
902984,Joseph Johnson,Marketing,Junior Engineer,2010-11-19,Active,14.3,2024-11-17,Casual Leave,Approved,4,No,No,89,55,34,92.5,31,5,19,7.6,2.3,Medium,8,High,3.9,91.7
172838,Adriana Park MD,Engineering,Director,2010-08-15,Terminated,5.5,2024-11-12,Maternity/Paternity Leave,Approved,4,Yes,Yes,95,42,53,74.2,37,19,16,5.6,3.5,Low,3,Medium,3.6,21.1
142238,Bryan Murphy,Engineering,Team Lead,2013-02-19,Active,12.0,2024-08-19,Sick Leave,Rejected,7,Yes,No,13,11,2,64.7,32,17,21,1.7,1.2,Low,22,Medium,4.8,0.0
628903,Nathan Pace,Operations,Senior Engineer,2018-01-10,Active,7.1,2024-02-04,Casual Leave,Approved,6,Yes,Yes,84,14,70,65.3,23,2,4,3.0,2.9,Medium,13,High,4.0,49.4
973048,Robin Parker,IT,Manager,2020-04-24,Active,4.8,2024-11-22,Casual Leave,Approved,0,Yes,Yes,75,52,23,63.6,37,4,4,1.9,4.9,High,18,Low,2.2,59.3
594867,Adrian Romero,Operations,Analyst,2022-03-20,Active,2.9,2024-08-11,Emergency Leave,Approved,3,No,Yes,71,63,8,70.0,43,33,6,4.7,1.4,Medium,23,Medium,2.8,29.5
699218,Theodore Hernandez,IT,Director,2018-12-23,Active,6.2,2024-09-19,Vacation,Approved,0,No,Yes,13,1,12,64.6,24,21,10,3.5,4.7,Medium,4,High,5.0,63.6
421974,Andrea Robinson,Marketing,Senior Engineer,2022-04-25,Active,2.8,2024-04-04,Maternity/Paternity Leave,Pending,2,No,Yes,79,63,16,98.8,48,6,47,5.3,4.7,Medium,21,Medium,2.4,78.7
563778,Ruben Calhoun,Finance,Manager,2010-11-02,Active,14.3,2024-02-19,Sick Leave,Approved,1,Yes,Yes,85,13,72,59.6,49,33,10,4.7,2.4,Medium,22,Low,1.5,31.9
434457,Harold Roberts,IT,Intern,2013-11-27,Active,11.2,2024-04-07,Sick Leave,Approved,9,Yes,Yes,79,79,0,86.1,36,26,18,1.5,4.7,Low,9,High,1.3,65.8
885123,Jeffrey Davis,Engineering,Senior Engineer,2018-02-20,Active,7.0,2024-05-18,Sick Leave,Pending,9,No,Yes,19,18,1,71.8,24,14,1,1.4,2.7,Low,13,Low,4.0,76.1
311069,Daniel Jackson,Engineering,Junior Engineer,2011-11-15,Active,13.3,2024-01-28,Maternity/Paternity Leave,Rejected,1,No,Yes,67,8,59,51.1,15,5,8,2.9,3.8,Medium,2,High,1.5,31.9
806369,Michelle Peterson,HR,Intern,2015-01-07,Active,10.1,2024-08-24,Casual Leave,Approved,2,Yes,No,91,30,61,74.0,23,7,11,7.3,3.2,Low,28,Medium,1.3,85.2
937739,Kim Campbell,Operations,Intern,2018-09-18,Active,6.4,2024-04-25,Sick Leave,Pending,8,Yes,Yes,92,3,89,71.4,15,10,12,6.1,3.5,High,19,Low,3.1,25.3
597692,Jerry Pierce,Sales,Associate,2022-06-27,Active,2.6,2024-09-27,Sick Leave,Approved,3,No,Yes,95,73,22,51.2,15,7,1,4.9,4.0,Medium,28,High,4.6,29.4
171182,Chelsea Smith,Engineering,Director,2016-11-15,Active,8.3,2024-04-22,Sick Leave,Pending,5,No,No,61,40,21,85.8,44,18,31,2.6,1.9,High,9,High,2.9,67.6
807859,Barbara Black,Engineering,Associate,2015-12-03,Active,9.2,2024-04-15,Vacation,Rejected,2,Yes,Yes,86,8,78,78.4,21,15,21,2.6,3.8,Low,21,Medium,3.1,88.8
835322,Paul Miller,Finance,Senior Engineer,2017-04-28,Resigned,1.4,2024-07-01,Sick Leave,Approved,9,Yes,Yes,95,27,68,76.7,16,7,15,1.6,2.1,High,8,Medium,4.1,45.3
531361,Phillip Flores,Operations,Junior Engineer,2017-10-18,Resigned,6.0,2024-03-02,Sick Leave,Rejected,10,Yes,No,73,73,0,84.7,15,15,10,1.2,1.3,Low,10,Medium,4.9,56.8
249576,Peggy Reynolds,HR,Intern,2018-09-21,Active,6.4,2024-03-14,Sick Leave,Approved,0,No,No,53,0,53,98.5,14,8,9,8.0,2.4,High,15,High,2.1,85.8
509241,Jodi Frederick,Sales,Director,2010-03-10,Active,15.0,2024-10-22,Vacation,Pending,10,No,Yes,70,59,11,67.6,19,11,19,8.6,1.9,High,16,High,2.7,53.9
790521,Katie Hunt,Operations,Analyst,2019-02-22,Active,6.0,2024-03-22,Vacation,Rejected,8,No,Yes,14,1,13,98.3,18,5,7,3.2,4.2,Low,22,High,1.7,49.5
557667,Tammy Jacobs,Finance,Analyst,2010-08-10,Active,14.5,2024-03-20,Sick Leave,Pending,2,Yes,No,35,25,10,96.3,35,31,35,3.8,1.0,Medium,21,Medium,3.8,77.5
30512,Samantha Vaughn,Marketing,Associate,2020-11-08,Active,4.3,2024-06-18,Casual Leave,Rejected,5,No,Yes,74,67,7,92.1,39,13,37,2.6,2.4,Low,5,High,4.3,26.7
371158,Erin Foster,Engineering,Associate,2014-11-06,Active,10.3,2024-11-23,Casual Leave,Approved,3,No,Yes,85,81,4,96.6,20,19,20,5.5,3.5,Low,7,Low,1.6,82.4
116938,Jeffrey Watson,Sales,Associate,2012-09-06,Active,12.5,2024-05-05,Sick Leave,Rejected,0,No,No,84,64,20,77.8,6,6,1,3.6,3.8,Low,13,High,4.6,60.9
803299,Gina Fischer,Finance,Senior Engineer,2010-03-11,Active,15.0,2024-08-24,Maternity/Paternity Leave,Pending,5,No,No,15,2,13,57.4,16,10,16,6.3,3.2,High,5,Low,3.5,56.7
877472,Matthew Velazquez,IT,Team Lead,2022-07-15,Active,2.6,2024-05-15,Casual Leave,Pending,7,No,No,42,31,11,91.6,12,1,6,7.8,2.0,High,21,Medium,2.6,71.1
142572,Shawn Anthony,HR,Associate,2015-09-21,Resigned,1.4,2024-07-20,Maternity/Paternity Leave,Rejected,10,Yes,No,29,29,0,57.4,50,20,35,7.4,3.1,Low,4,Low,3.1,50.9
729038,Daniel West,Marketing,Intern,2021-02-28,Active,4.0,2024-04-29,Maternity/Paternity Leave,Pending,2,No,No,100,91,9,79.6,20,7,6,7.8,1.9,Low,23,Medium,2.6,59.4
82748,Jesse Church,Sales,Team Lead,2016-05-16,Active,8.8,2024-04-29,Emergency Leave,Pending,3,Yes,No,85,5,80,77.1,43,26,4,9.4,4.3,High,0,Low,2.5,88.3
202845,Natalie Combs,Engineering,Team Lead,2019-12-23,Active,5.2,2024-03-09,Sick Leave,Rejected,5,No,Yes,64,47,17,59.2,42,8,8,5.9,4.2,High,0,Medium,4.0,91.4
529400,Angela Moore,IT,Senior Engineer,2011-08-15,Active,13.5,2024-05-14,Maternity/Paternity Leave,Pending,3,No,Yes,82,74,8,94.5,49,32,47,7.1,2.4,Low,26,High,2.3,51.6
615106,Stephen Green,Finance,Junior Engineer,2021-11-16,Active,3.3,2024-02-28,Maternity/Paternity Leave,Rejected,1,No,Yes,23,18,5,67.5,6,3,1,7.7,3.8,High,10,High,2.8,68.2
636666,Daniel Fernandez,Finance,Manager,2013-06-23,Resigned,8.7,2024-12-22,Maternity/Paternity Leave,Pending,2,Yes,No,51,10,41,89.5,29,13,16,6.0,1.1,Medium,7,High,3.6,78.2
601422,Eric White,Finance,Director,2022-08-20,Active,2.5,2024-01-27,Maternity/Paternity Leave,Approved,10,No,No,72,65,7,78.3,19,6,10,8.1,1.3,Medium,1,High,2.9,80.3
688494,Crystal Snyder,IT,Associate,2013-12-31,Resigned,7.3,2024-03-11,Emergency Leave,Approved,7,Yes,No,10,3,7,76.6,26,17,6,1.6,2.9,Low,24,Medium,4.5,57.3
911430,Gabrielle Fox,Sales,Director,2019-06-10,Active,5.7,2024-05-28,Vacation,Pending,0,Yes,Yes,78,46,32,97.4,15,4,8,9.0,4.5,High,27,High,2.0,44.1
105605,Brandon Cortez,Operations,Associate,2018-01-06,Active,7.1,2024-06-23,Maternity/Paternity Leave,Rejected,1,No,No,17,0,17,53.0,48,21,45,4.0,2.4,High,2,Low,4.8,31.4
482342,Kathryn Johnson,HR,Analyst,2016-02-04,Terminated,0.1,2024-06-02,Maternity/Paternity Leave,Rejected,0,No,Yes,52,5,47,80.9,30,6,11,5.9,1.5,Low,26,Low,3.3,31.7
146044,Daniel Barrett,Finance,Associate,2016-04-11,Active,8.9,2024-12-16,Sick Leave,Pending,8,Yes,No,84,7,77,81.2,50,23,26,3.6,2.6,Low,21,Low,3.1,61.5
342534,Mrs. Jocelyn Richardson,Operations,Associate,2020-06-29,Active,4.6,2024-02-05,Emergency Leave,Approved,8,No,Yes,63,25,38,93.6,21,8,1,1.8,4.9,Low,10,Low,2.8,87.6
287356,Shannon Jordan,HR,Junior Engineer,2018-01-17,Resigned,6.0,2024-01-02,Vacation,Rejected,4,No,No,57,15,42,72.2,50,7,12,7.1,3.3,Low,27,Low,1.2,35.1
517626,James Carlson,Operations,Director,2018-08-22,Active,6.5,2024-12-03,Casual Leave,Pending,3,Yes,Yes,16,8,8,60.1,32,14,1,5.5,4.0,High,7,Low,4.8,83.5
398115,Misty Parks,IT,Senior Engineer,2014-08-07,Active,10.5,2024-06-19,Maternity/Paternity Leave,Rejected,1,Yes,Yes,59,34,25,94.3,35,18,18,7.0,4.0,Low,3,Low,1.1,36.6
349649,Douglas Harris,HR,Team Lead,2021-08-26,Active,3.5,2024-01-19,Emergency Leave,Approved,5,Yes,No,13,11,2,79.3,35,25,33,1.6,3.5,Medium,9,Low,4.3,38.7
479931,Nicole Bell,Operations,Senior Engineer,2020-11-29,Resigned,3.4,2024-02-05,Sick Leave,Approved,6,No,No,53,33,20,92.0,26,21,2,8.0,2.7,Low,15,Low,3.6,46.8
661331,Christine Logan,IT,Team Lead,2012-05-01,Resigned,6.0,2024-04-01,Sick Leave,Approved,0,Yes,No,76,9,67,59.4,33,3,19,3.2,2.1,Low,20,Low,4.7,5.3
844405,Julie Hughes,Marketing,Director,2015-01-03,Active,10.1,2024-11-09,Sick Leave,Approved,3,Yes,Yes,76,37,39,89.3,25,18,14,7.5,5.0,Low,18,Low,2.8,86.8
786926,Amber Hill,Engineering,Associate,2014-07-11,Active,10.6,2024-05-25,Emergency Leave,Rejected,9,Yes,No,87,60,27,57.8,24,15,11,1.1,2.9,Low,22,High,3.9,92.5
776183,Erin Key,Engineering,Junior Engineer,2019-06-04,Active,5.7,2024-11-18,Vacation,Rejected,10,Yes,No,86,43,43,63.7,49,15,35,7.6,2.4,Low,26,High,4.7,37.8
197997,Dorothy White,Finance,Intern,2021-11-07,Active,3.3,2024-05-12,Casual Leave,Rejected,2,No,Yes,48,1,47,64.5,20,9,6,5.6,2.8,High,15,Medium,1.9,64.5
937667,William Green,Operations,Director,2014-04-04,Active,10.9,2024-01-15,Emergency Leave,Approved,6,Yes,Yes,87,80,7,74.7,40,31,22,2.6,2.7,Low,11,Medium,2.4,89.5
27214,Alicia Haley,Marketing,Analyst,2010-09-09,Active,14.5,2024-04-17,Sick Leave,Pending,6,No,No,37,9,28,72.0,34,32,13,7.9,2.9,Low,13,Low,1.7,93.9
463500,Ellen Fisher,HR,Director,2018-03-23,Active,6.9,2024-03-04,Sick Leave,Approved,10,Yes,Yes,100,28,72,70.9,30,20,0,1.3,2.6,Medium,23,Low,2.0,10.9
838309,Matthew Blanchard,HR,Team Lead,2014-11-14,Active,10.3,2024-06-22,Sick Leave,Pending,1,No,Yes,51,14,37,57.7,5,3,5,3.7,1.9,High,22,Low,3.3,63.3
618758,Wesley White,Engineering,Intern,2011-12-08,Active,13.2,2024-12-27,Maternity/Paternity Leave,Pending,9,No,Yes,76,29,47,57.7,28,22,5,5.0,1.8,High,6,Medium,2.6,42.1
634137,Randall Young,HR,Team Lead,2015-08-09,Resigned,4.0,2024-10-24,Sick Leave,Approved,0,Yes,Yes,100,3,97,92.8,39,17,39,2.2,4.9,High,10,Low,3.2,54.7
804056,Thomas Collins,HR,Team Lead,2015-01-30,Resigned,7.7,2024-07-10,Maternity/Paternity Leave,Approved,4,No,Yes,27,5,22,80.6,27,21,21,1.2,2.8,Low,14,High,2.8,49.5
719853,Mary Wood,Engineering,Team Lead,2015-12-23,Resigned,1.4,2024-04-09,Emergency Leave,Rejected,10,No,Yes,23,23,0,63.7,13,2,13,9.3,2.5,High,26,High,2.7,9.0
411733,Robert Williams,IT,Analyst,2013-01-08,Active,12.1,2024-09-10,Casual Leave,Pending,4,No,Yes,69,47,22,87.7,38,9,35,6.4,3.7,Low,18,High,2.0,12.1
828550,Steven Jackson,Engineering,Associate,2020-06-15,Active,4.7,2024-05-10,Emergency Leave,Approved,6,Yes,Yes,91,83,8,78.0,16,9,10,2.4,3.1,Medium,22,Medium,4.5,62.5
597255,Christina Scott,HR,Intern,2016-02-14,Resigned,0.8,2024-09-12,Casual Leave,Rejected,9,Yes,Yes,93,12,81,64.9,50,16,40,4.4,3.1,Low,13,Low,4.5,74.9
51516,Benjamin Byrd,Engineering,Senior Engineer,2022-03-25,Active,2.9,2024-12-10,Emergency Leave,Pending,7,Yes,No,43,37,6,65.8,45,28,0,8.0,1.2,Medium,24,High,2.7,33.1
846035,Ronald Johnson,HR,Team Lead,2021-11-19,Active,3.2,2024-05-19,Sick Leave,Pending,2,Yes,No,85,78,7,72.7,19,17,0,5.6,4.8,Medium,11,Low,1.1,74.5
87907,Sara Caldwell,Engineering,Director,2013-06-24,Active,11.7,2024-04-02,Sick Leave,Approved,6,No,Yes,60,16,44,92.8,17,4,17,5.5,2.5,Low,1,High,2.3,56.2
554875,Vicki Martin,IT,Team Lead,2016-12-09,Active,8.2,2024-05-05,Vacation,Rejected,2,Yes,Yes,60,8,52,74.9,8,5,3,9.8,3.0,High,19,Low,3.9,30.6
12636,William Evans,Marketing,Team Lead,2017-03-08,Active,8.0,2024-05-04,Maternity/Paternity Leave,Pending,7,Yes,Yes,85,44,41,82.7,22,11,4,1.5,2.2,High,1,Medium,2.9,72.5
674184,Taylor Sparks,HR,Junior Engineer,2016-02-28,Active,9.0,2024-03-25,Sick Leave,Rejected,10,No,Yes,90,22,68,79.0,14,5,0,7.1,4.6,Low,26,Low,4.0,52.9
755380,James Reed,Sales,Team Lead,2014-10-29,Active,10.3,2024-06-26,Vacation,Rejected,8,No,Yes,91,60,31,55.1,30,7,11,1.5,4.0,High,26,Medium,3.4,99.9
169102,William Stewart,Marketing,Associate,2016-04-17,Resigned,6.3,2024-12-19,Maternity/Paternity Leave,Rejected,6,No,Yes,36,23,13,66.3,18,11,14,7.9,4.6,Low,7,Low,3.3,2.2
179533,Monica Morrison,Engineering,Team Lead,2017-07-24,Active,7.6,2024-03-07,Vacation,Pending,2,No,No,42,34,8,72.9,16,7,1,7.6,1.9,Medium,18,Low,4.1,94.8
54048,Margaret Watkins,Marketing,Director,2013-08-21,Active,11.5,2024-11-09,Casual Leave,Pending,5,No,Yes,29,22,7,99.7,48,29,46,2.7,2.7,Low,8,Medium,2.0,16.2
399928,Diane Clark,Engineering,Senior Engineer,2011-12-31,Resigned,7.1,2024-11-26,Vacation,Approved,1,Yes,No,53,20,33,99.1,35,29,35,7.5,3.9,Medium,23,High,1.4,53.9
651570,Brenda Turner,Sales,Senior Engineer,2013-08-13,Active,11.5,2024-07-10,Emergency Leave,Rejected,1,No,Yes,95,26,69,83.8,48,35,16,8.7,2.0,Low,21,Low,4.2,56.0
246612,Jillian Schroeder,Engineering,Intern,2022-06-14,Active,2.7,2024-06-29,Emergency Leave,Pending,2,No,Yes,37,27,10,99.9,50,47,14,6.9,2.5,Medium,26,High,3.9,86.9
237758,Angela Perez,HR,Associate,2020-01-20,Active,5.1,2024-08-20,Emergency Leave,Pending,1,No,Yes,13,9,4,72.1,19,18,9,9.7,4.0,High,27,High,1.9,3.6
498307,Lindsey Harris,Operations,Associate,2021-11-10,Active,3.3,2024-10-20,Vacation,Pending,4,Yes,No,55,37,18,90.5,47,22,17,5.8,3.0,Medium,14,Medium,3.0,16.1
734311,Jesse Ross,Engineering,Manager,2018-06-09,Active,6.7,2024-09-18,Casual Leave,Pending,3,Yes,No,56,11,45,69.4,37,19,27,3.3,2.3,High,9,Low,1.9,28.5
141109,Heidi Bowers,Finance,Associate,2011-11-29,Active,13.2,2024-10-08,Maternity/Paternity Leave,Approved,7,No,Yes,75,39,36,94.8,43,16,33,2.3,4.9,Medium,28,Low,2.0,42.1
108558,Gary Adams,Marketing,Director,2010-11-29,Active,14.2,2024-02-21,Maternity/Paternity Leave,Pending,10,Yes,No,46,4,42,86.9,43,31,19,1.7,3.4,Medium,19,High,2.9,41.9
939184,Michael Vincent,HR,Manager,2015-03-27,Active,9.9,2024-03-10,Casual Leave,Approved,1,No,No,36,21,15,73.1,12,9,10,8.1,3.5,Low,24,Medium,2.4,71.1
935186,Charles Johnson,HR,Junior Engineer,2015-12-11,Resigned,5.9,2024-12-25,Sick Leave,Rejected,9,Yes,Yes,38,32,6,81.1,42,15,26,3.8,3.6,High,21,High,4.0,45.7
586155,Kimberly Marsh,HR,Analyst,2010-10-17,Active,14.3,2024-12-10,Casual Leave,Rejected,0,No,Yes,49,23,26,51.5,14,10,0,6.9,2.1,Low,20,High,2.3,32.2
67453,Ronald King,Finance,Analyst,2011-11-29,Active,13.2,2024-10-17,Casual Leave,Rejected,3,No,No,77,60,17,92.2,8,4,2,8.6,1.9,Low,10,High,2.7,73.7
934720,Samuel Espinoza,Operations,Senior Engineer,2017-02-16,Active,8.0,2024-05-18,Casual Leave,Rejected,3,Yes,No,10,7,3,62.1,28,23,13,5.6,4.5,Medium,22,Low,3.6,10.7
448167,Mario Harris,Finance,Analyst,2020-08-15,Resigned,1.1,2024-09-23,Maternity/Paternity Leave,Pending,7,Yes,Yes,63,42,21,58.0,19,15,14,9.1,4.8,High,12,Low,1.8,11.5
509887,Ashley Robinson,Marketing,Associate,2022-02-04,Active,3.0,2024-08-15,Emergency Leave,Pending,2,No,Yes,22,20,2,59.5,18,12,14,8.5,1.7,Low,5,High,3.7,54.2
613439,Grant Alexander,HR,Intern,2015-10-24,Active,9.3,2024-02-10,Emergency Leave,Approved,3,Yes,No,33,25,8,97.4,49,4,12,9.0,3.0,High,4,High,5.0,63.5
388059,Karen Curry,Engineering,Intern,2013-09-10,Active,11.4,2024-02-21,Emergency Leave,Rejected,10,No,No,55,2,53,53.3,15,2,14,5.6,2.1,Medium,5,Low,4.3,21.4
793907,Sandra Davis,Sales,Analyst,2021-01-09,Active,4.1,2024-10-08,Casual Leave,Approved,4,No,No,41,1,40,51.5,10,9,10,4.0,1.7,Medium,3,High,2.7,65.1
872600,Maurice Stokes,HR,Associate,2021-03-23,Active,3.9,2024-12-31,Vacation,Pending,2,Yes,No,35,24,11,95.2,50,20,44,9.6,3.0,Medium,30,Medium,2.8,59.2
162177,Billy Neal,Marketing,Team Lead,2021-11-07,Active,3.3,2024-01-27,Emergency Leave,Pending,6,No,No,34,18,16,60.5,8,1,4,2.5,4.1,Medium,30,Low,3.5,25.4
