Employee ID,Employee Name,Department/Team,Designation/Role,Current Employment Status,Total Work Duration (years),Leave Date,Leave Type,Leave Approval Status,Leave Frequency,Weekend Leaves (Sat/Sun Included?),Tasks Assigned,Tasks Completed on Time,Missed Deadlines,Employee Performance Score,Team Size,Active Employees in Team,Leaves in Team for Same Period,Skill Rating,Past Performance Reviews,Project Involvement,Total Leave Days (per month/year),Leave Impact on Work,Performance Rating,Skill_Performance,Leave Month,Leave Approval Rate,Leave Impact Score,Team Workload Ratio
205142,Amber Hodge,0,2,0,10.1,2024-03-29,4,2,6,0,44,12.0,32.0,95.4,44,38,29.0,5.1,2.4,2,3,1,2.9,12.239999999999998,1,28.57142857142857,126.0,0.8636363636363636
229280,John Phillips,3,5,0,5.6,2024-12-31,1,1,5,0,79,37.0,42.0,64.0,35,26,13.0,4.2,3.3,1,13,2,2.5,13.86,7,16.666666666666664,30.0,0.7428571428571429
816040,Sarah Hancock,3,1,0,11.3,2024-10-30,3,0,9,1,87,45.0,42.0,62.5,16,2,14.0,3.4,3.8,0,20,0,4.0,12.92,11,0.0,-18.0,0.125
328976,Adam Brown,5,6,0,7.7,2024-08-30,2,2,0,1,49,2.0,47.0,84.7,43,26,2.0,5.8,4.9,2,28,1,1.9,28.42,6,200.0,0.0,0.6046511627906976
460238,Nicole Mitchell,3,5,0,5.4,2024-08-20,3,1,3,0,42,38.0,4.0,55.4,16,12,15.0,3.9,3.0,2,20,0,1.2,11.7,10,25.0,-99.0,0.75
969650,Shannon Smith,4,7,1,5.3,2024-04-12,3,2,7,0,28,1.0,27.0,82.0,27,25,2.0,7.0,1.6,1,21,0,3.1,11.200000000000001,12,25.0,189.0,0.9259259259259259
519489,Tina Joseph,0,3,1,6.1,2024-06-04,1,0,5,0,25,21.0,4.0,93.6,34,31,16.0,3.3,3.8,0,11,0,2.3,12.54,12,0.0,-80.0,0.9117647058823529
833350,Julie Ray,4,2,0,6.0,2024-05-26,1,2,10,0,15,5.0,10.0,60.3,40,35,10.0,3.1,3.8,1,26,0,4.7,11.78,3,18.181818181818183,60.0,0.875
362252,Gabriela Williams,2,7,0,7.2,2024-10-29,1,2,5,0,62,30.0,32.0,59.4,8,7,7.0,3.0,4.6,2,29,0,3.4,13.799999999999999,12,33.33333333333333,15.0,0.875
442425,Elizabeth Shaw,3,5,0,12.3,2024-05-15,2,1,9,0,35,25.0,10.0,60.3,33,16,0.0,4.6,3.6,0,23,1,2.4,16.56,10,10.0,-126.0,0.48484848484848486
742570,Julia Pugh,5,7,2,4.2,2024-02-12,2,1,5,0,49,28.0,21.0,63.2,14,9,7.0,6.3,1.4,2,29,0,1.7,8.819999999999999,12,16.666666666666664,-30.0,0.6428571428571429
409494,Victoria Johnson,1,0,0,6.9,2024-07-13,4,1,7,1,18,6.0,12.0,84.5,19,10,0.0,7.9,2.3,2,20,1,2.8,18.169999999999998,3,12.5,49.0,0.5263157894736842
522969,Vickie Perez,0,0,0,2.3,2024-02-22,0,1,5,0,62,62.0,0.0,68.7,28,2,14.0,1.4,2.4,1,12,2,4.5,3.36,11,16.666666666666664,-305.0,0.07142857142857142
144463,Alex James,3,1,0,13.0,2024-08-06,0,2,0,1,55,14.0,41.0,90.8,7,4,2.0,6.2,2.0,0,1,2,4.8,12.4,2,200.0,0.0,0.5714285714285714
736566,Jeffrey Lang,5,2,0,11.9,2024-08-07,2,0,10,0,83,42.0,41.0,73.9,17,16,4.0,1.1,2.8,2,19,0,4.5,3.08,4,0.0,0.0,0.9411764705882353
790841,Daniel Jones,5,2,0,3.1,2024-09-23,3,0,6,1,67,12.0,55.0,83.2,22,5,16.0,5.7,4.4,0,16,0,3.5,25.080000000000002,1,0.0,264.0,0.22727272727272727
840113,Sarah Gonzalez,1,1,0,13.3,2024-09-21,0,0,9,1,21,14.0,7.0,52.2,32,21,16.0,3.2,3.9,0,16,1,1.7,12.48,10,0.0,-54.0,0.65625
623438,Richard Butler,6,3,0,12.8,2024-05-26,3,2,2,0,92,72.0,20.0,66.7,20,20,7.0,1.1,1.8,0,13,0,4.6,1.9800000000000002,5,66.66666666666666,-102.0,1.0
335858,Amanda Harris,2,2,0,10.4,2024-03-04,3,2,5,1,63,57.0,6.0,89.9,26,11,16.0,4.7,2.1,0,29,2,2.0,9.870000000000001,9,33.33333333333333,-250.0,0.4230769230769231
268896,Paul Figueroa,4,5,0,11.7,2024-06-28,0,1,4,1,45,14.0,31.0,82.4,25,16,19.0,3.1,4.4,2,26,0,3.1,13.640000000000002,6,20.0,72.0,0.64
713142,Mrs. Sandra Howard MD,2,6,0,10.8,2024-02-13,4,0,0,0,60,24.0,36.0,66.1,22,13,3.0,4.0,1.3,1,9,2,5.0,5.2,5,0.0,0.0,0.5909090909090909
704462,Gregory Washington,5,5,0,9.9,2024-01-29,4,1,10,0,30,8.0,22.0,98.4,6,1,5.0,7.9,3.3,2,27,0,1.6,26.07,4,9.090909090909092,150.0,0.16666666666666666
900238,Sarah Gonzalez,1,6,0,9.7,2024-06-29,3,0,9,0,90,67.0,23.0,72.3,46,3,41.0,6.1,3.8,2,19,1,4.3,23.179999999999996,6,0.0,-387.0,0.06521739130434782
464563,Justin Davis,2,3,0,14.0,2024-01-09,0,2,7,1,89,72.0,17.0,62.1,5,4,2.0,5.1,2.2,1,29,1,2.6,11.22,2,25.0,-378.0,0.8
780130,Linda King,3,5,0,4.7,2024-07-18,3,2,7,0,14,0.0,14.0,63.0,31,16,4.0,4.0,1.9,2,16,0,2.6,7.6,5,25.0,105.0,0.5161290322580645
380406,Jeremy Peters,5,4,0,9.9,2024-11-26,2,2,1,1,35,33.0,2.0,74.7,20,13,16.0,4.7,4.2,2,20,2,4.5,19.740000000000002,3,100.0,-30.0,0.65
573406,James Williams,5,2,0,6.0,2024-05-02,3,1,7,0,33,24.0,9.0,50.9,40,21,32.0,3.4,2.8,2,15,2,1.7,9.52,2,12.5,-98.0,0.525
566623,Chad Woods,5,5,0,11.6,2024-02-12,0,2,5,0,28,15.0,13.0,58.5,27,15,24.0,3.7,4.8,0,1,1,2.1,17.76,7,33.33333333333333,-5.0,0.5555555555555556
824114,Crystal Mcdonald MD,2,3,0,12.1,2024-08-04,0,0,7,1,79,28.0,51.0,70.4,19,8,0.0,3.0,2.6,1,1,1,4.3,7.800000000000001,1,0.0,168.0,0.42105263157894735
669950,Ashley Black,1,6,0,9.6,2024-04-17,4,0,6,0,79,11.0,68.0,73.3,25,18,0.0,1.8,4.9,2,0,2,2.0,8.82,7,0.0,348.0,0.72
75114,Melissa Campbell,0,2,0,13.7,2024-09-18,3,0,1,1,75,43.0,32.0,86.3,12,12,11.0,7.1,4.1,1,28,0,2.6,29.109999999999996,6,0.0,-10.0,1.0
456072,Jessica Lee,5,5,0,11.5,2024-07-17,3,2,5,1,28,13.0,15.0,62.9,6,1,3.0,1.9,4.5,1,2,0,1.9,8.549999999999999,8,33.33333333333333,15.0,0.16666666666666666
946933,Adam Soto,6,3,0,11.1,2024-05-20,3,2,6,0,83,17.0,66.0,82.8,45,14,8.0,8.2,3.3,1,29,1,5.0,27.059999999999995,1,28.57142857142857,300.0,0.3111111111111111
253218,Eric Juarez,6,1,0,9.1,2024-12-16,3,1,10,0,42,7.0,35.0,86.7,45,33,0.0,2.1,2.8,0,15,1,1.2,5.88,1,9.090909090909092,290.0,0.7333333333333333
319887,Daniel Lee,4,6,0,13.6,2024-03-06,2,1,0,0,13,0.0,13.0,50.5,18,4,15.0,8.7,4.7,0,22,0,2.0,40.89,6,100.0,0.0,0.2222222222222222
514111,Brenda Sandoval,3,6,0,11.7,2024-11-24,3,1,4,0,27,24.0,3.0,82.0,26,17,10.0,5.6,1.4,2,0,0,2.5,7.839999999999999,6,20.0,-80.0,0.6538461538461539
737111,Kevin Wells,1,0,0,8.0,2024-06-19,1,2,4,1,84,61.0,23.0,76.5,29,20,10.0,3.5,1.2,2,30,1,3.8,4.2,3,40.0,-148.0,0.6896551724137931
201394,David Wilkins,5,4,0,12.3,2024-05-28,3,0,7,1,100,81.0,19.0,86.3,35,11,35.0,5.8,1.1,1,23,0,4.5,6.38,10,0.0,-427.0,0.3142857142857143
328020,Michael Walker,6,1,0,8.2,2024-03-14,4,0,4,0,45,33.0,12.0,71.3,31,22,17.0,9.7,3.4,0,1,1,2.9,32.98,12,0.0,-80.0,0.7096774193548387
11721,Eugene Lucas,5,5,0,3.6,2024-04-22,4,2,3,0,57,52.0,5.0,71.5,10,10,9.0,4.9,1.1,0,22,0,2.6,5.390000000000001,7,50.0,-138.0,1.0
144315,Christopher Cisneros,4,4,0,6.5,2024-05-05,0,0,6,0,97,74.0,23.0,59.3,28,6,24.0,4.7,3.3,1,12,1,1.8,15.51,9,0.0,-300.0,0.21428571428571427
964686,Thomas Heath,0,0,0,4.2,2024-08-05,0,1,8,0,41,29.0,12.0,98.9,44,33,22.0,6.7,4.4,2,10,1,4.2,29.480000000000004,11,11.11111111111111,-128.0,0.75
395338,Tyler Carter,0,2,0,9.1,2024-08-29,1,2,3,1,19,7.0,12.0,95.2,27,14,0.0,9.7,5.0,1,3,1,4.4,48.19962720912922,1,50.0,18.0,0.5185185185185185
445783,Andrea Padilla,6,1,0,11.2,2024-04-02,1,1,3,1,74,48.0,26.0,88.7,13,7,5.0,8.6,3.5,2,26,1,2.8,30.099999999999998,11,25.0,-63.0,0.5384615384615384
538378,Charlene Johnson,1,1,1,7.6,2024-07-24,0,1,6,0,92,18.0,74.0,97.3,17,9,8.0,6.6,4.6,1,15,1,2.3,30.359999999999996,6,14.285714285714285,342.0,0.5294117647058824
738608,Justin Pineda,1,7,0,6.9,2024-11-29,1,1,2,0,50,19.0,31.0,54.5,43,27,2.0,5.9,1.1,1,10,2,1.4,6.490000000000001,3,33.33333333333333,26.0,0.627906976744186
595637,Samantha Johnston,0,2,0,11.0,2024-11-21,2,0,1,1,24,15.0,9.0,75.8,41,20,41.0,3.0,3.3,0,7,1,1.2,9.899999999999999,3,0.0,-5.0,0.4878048780487805
384078,Wesley Morgan,3,7,0,13.8,2024-02-12,3,1,7,1,72,45.0,27.0,54.2,38,33,19.0,3.1,3.9,1,23,2,3.1,12.09,5,12.5,-119.0,0.868421052631579
243608,Lisa Bailey,5,5,0,8.4,2024-02-08,4,1,9,1,77,30.0,47.0,66.9,8,6,4.0,3.9,4.8,0,15,2,1.0,18.72,9,10.0,162.0,0.75
695569,Martin Gallagher,5,4,0,10.0,2024-05-15,0,2,4,0,100,18.0,82.0,96.0,12,1,3.0,5.2,3.3,1,15,1,3.4,17.16,2,40.0,260.0,0.08333333333333333
667354,Matthew Williams,2,1,1,4.4,2024-01-24,2,1,4,1,54,53.0,1.0,64.4,12,2,1.0,2.9,4.8,2,4,2,1.6,13.92,1,20.0,-204.0,0.16666666666666666
274181,Sally Herring,1,6,1,1.5,2024-11-15,2,2,2,0,68,60.0,8.0,68.6,36,7,24.0,9.2,1.3,2,15,1,3.3,11.959999999999999,9,66.66666666666666,-102.0,0.19444444444444445
325253,Steven Johnson,4,3,0,7.3,2024-03-17,2,0,6,0,89,66.0,23.0,62.9,14,9,9.0,7.2,2.4,1,28,0,2.8,17.28,10,0.0,-252.0,0.6428571428571429
800502,Walter Bruce,0,5,0,3.7,2024-05-12,3,2,7,0,74,42.0,32.0,55.4,22,6,5.0,3.7,3.3,0,30,1,3.4,12.209999999999999,6,25.0,-63.0,0.2727272727272727
597591,William Mendoza,3,3,1,7.5,2024-11-12,2,2,9,1,12,3.0,9.0,64.2,46,23,19.0,8.1,2.0,1,19,2,4.1,16.2,12,20.0,63.0,0.5
498595,Jay Hill,3,1,0,2.2,2024-11-27,2,2,0,0,84,19.0,65.0,68.0,33,6,1.0,7.0,3.9,2,15,0,4.7,27.3,12,200.0,0.0,0.18181818181818182
310437,Kenneth Harris,5,4,1,6.0,2024-01-21,4,2,3,1,75,65.0,10.0,59.8,39,13,8.0,7.3,2.9,2,8,2,3.9,21.169999999999998,5,50.0,-162.0,0.3333333333333333
609335,Eric Alvarez,3,1,0,11.5,2024-08-25,1,2,8,0,26,0.0,26.0,79.0,42,18,27.0,2.7,2.1,0,20,1,1.4,5.670000000000001,8,22.22222222222222,216.0,0.42857142857142855
420284,Amy Johnson,3,5,1,0.4,2024-05-20,1,0,2,1,10,9.0,1.0,88.6,23,17,4.0,4.1,3.5,0,25,1,3.0,14.349999999999998,7,0.0,-14.0,0.7391304347826086
171836,Erika Morales DVM,4,3,1,2.0,2024-01-11,0,0,4,0,60,17.0,43.0,91.1,45,33,23.0,6.4,3.1,1,29,2,3.5,19.840000000000003,6,0.0,108.0,0.7333333333333333
455262,Jennifer Estrada,4,2,0,8.4,2024-01-13,1,1,6,1,23,10.0,13.0,52.0,8,4,3.0,8.0,2.3,1,21,0,3.5,18.4,9,14.285714285714285,24.0,0.5
897958,Patricia Scott,4,6,0,12.8,2024-05-16,0,1,5,1,23,5.0,18.0,75.3,50,23,42.0,4.8,4.8,2,11,0,2.5,23.04,5,16.666666666666664,70.0,0.46
325254,John Brown,4,1,2,5.7,2024-06-21,2,2,7,1,78,26.0,52.0,75.7,35,4,19.0,4.8,2.0,2,4,1,4.3,9.6,5,25.0,189.0,0.11428571428571428
372190,Jodi Vasquez,5,3,0,7.3,2024-05-25,0,0,0,0,32,32.0,0.0,94.6,20,8,1.0,2.2,4.2,0,19,2,4.9,9.240000000000002,11,0.0,-0.0,0.4
355239,Samantha Hart,5,1,0,10.8,2024-09-22,4,2,7,0,37,9.0,28.0,77.5,25,11,10.0,4.2,2.4,1,8,2,2.3,10.08,5,25.0,140.0,0.44
753745,Eric Sullivan,5,2,0,10.8,2024-11-29,2,2,8,1,53,43.0,10.0,65.4,30,11,14.0,6.1,4.8,1,19,0,1.3,29.279999999999998,5,22.22222222222222,-256.0,0.36666666666666664
514232,Laura Foster,2,7,2,11.7,2024-04-13,4,1,2,0,20,4.0,16.0,71.2,27,11,13.0,9.5,3.5,2,28,1,4.6,33.25,1,33.33333333333333,26.0,0.4074074074074074
239139,Jessica Carter,0,2,0,4.1,2024-01-21,3,2,1,0,95,12.0,83.0,91.5,15,13,14.0,8.7,4.7,2,22,1,4.7,40.89,1,100.0,72.0,0.8666666666666667
167853,Kirk Hanson,3,0,0,5.4,2024-01-28,2,0,3,0,17,10.0,7.0,63.5,21,11,8.0,9.4,2.4,0,2,1,1.5,22.56,9,0.0,-6.0,0.5238095238095238
752484,Timothy Johnson,2,3,0,2.9,2024-07-07,4,2,6,0,12,11.0,1.0,90.3,30,19,14.0,7.2,3.0,1,26,1,4.8,21.6,4,28.57142857142857,-54.0,0.6333333333333333
163681,Joseph Reilly,1,5,1,2.9,2024-06-29,4,2,2,0,82,32.0,50.0,81.3,20,9,2.0,9.7,3.9,1,26,0,2.4,37.83,12,66.66666666666666,38.0,0.45
616690,Austin Hicks,6,1,1,0.1,2024-03-19,3,2,0,1,80,6.0,74.0,85.5,29,16,15.0,6.9,3.4,0,0,2,1.8,23.46,1,200.0,0.0,0.5517241379310345
874556,Christopher Williams,6,4,0,3.0,2024-10-30,3,2,3,0,12,7.0,5.0,58.7,39,11,3.0,1.2,4.5,1,25,1,1.9,5.3999999999999995,2,50.0,-3.0,0.28205128205128205
802415,Eric Fisher,5,0,0,4.4,2024-10-30,0,1,9,0,55,44.0,11.0,80.8,34,25,17.0,6.6,3.3,0,29,1,4.2,21.779999999999998,10,10.0,-288.0,0.7352941176470589
494885,Brenda Moreno,4,1,1,10.6,2024-03-16,3,2,0,0,14,14.0,0.0,91.1,12,12,11.0,1.9,1.6,2,21,0,1.0,3.04,4,200.0,-0.0,1.0
821552,Nicholas Campbell,0,5,0,11.1,2024-01-20,4,2,10,1,86,30.0,56.0,59.0,47,44,21.0,5.7,4.0,1,23,1,3.6,22.8,1,18.181818181818183,270.0,0.9361702127659575
917361,Robert Schaefer,1,6,1,7.9,2024-05-25,0,1,8,1,44,23.0,21.0,61.3,38,27,29.0,5.6,1.3,1,14,0,3.3,7.279999999999999,3,11.11111111111111,-8.0,0.7105263157894737
499265,Jessica Davis,5,3,0,6.6,2024-05-06,4,1,1,0,90,54.0,36.0,85.0,21,16,6.0,2.3,2.5,2,22,0,1.9,5.75,7,50.0,-17.0,0.7619047619047619
992000,Jessica Hardin,6,4,0,3.5,2024-08-10,4,0,1,0,12,12.0,0.0,94.7,8,2,3.0,8.6,2.6,1,11,1,2.3,22.36,8,0.0,-11.0,0.25
528084,Michele Mitchell,6,0,0,5.6,2024-02-09,0,2,6,1,65,37.0,28.0,57.5,5,1,0.0,7.1,1.7,0,21,1,3.1,12.069999999999999,7,28.57142857142857,-48.0,0.2
984686,Laura Edwards,5,7,0,10.9,2024-05-01,1,1,8,0,98,62.0,36.0,64.0,22,2,16.0,7.3,1.6,1,23,2,3.0,11.68,4,11.11111111111111,-200.0,0.09090909090909091
907746,Tim Powers,2,0,1,2.7,2024-12-12,1,0,3,1,70,33.0,37.0,78.7,36,13,1.0,3.3,5.0,0,22,2,1.2,16.5,6,0.0,15.0,0.3611111111111111
209303,Andrew Quinn,5,2,0,14.5,2024-08-02,2,0,1,1,23,19.0,4.0,91.8,39,3,37.0,6.9,3.1,1,4,2,2.2,21.39,8,0.0,-14.0,0.07692307692307693
39625,James Maldonado,2,3,0,9.6,2024-06-17,2,2,10,1,44,35.0,9.0,53.3,28,18,23.0,2.5,3.2,1,20,0,3.7,8.0,7,18.181818181818183,-250.0,0.6428571428571429
827114,Joshua Brown,4,0,0,5.2,2024-10-21,2,2,5,0,77,8.0,69.0,73.4,7,2,6.0,1.9,4.1,2,16,0,4.5,7.789999999999999,12,33.33333333333333,310.0,0.2857142857142857
293965,Michael Mays,5,3,0,13.6,2024-05-22,0,0,7,0,63,47.0,16.0,81.5,33,8,1.0,7.2,4.9,0,13,0,1.6,35.28,7,0.0,-210.0,0.24242424242424243
884897,Dr. Michael Roberts,3,3,0,9.2,2024-04-26,4,1,4,0,48,10.0,38.0,76.8,47,28,37.0,1.6,4.7,2,23,1,4.9,7.5200000000000005,12,20.0,116.0,0.5957446808510638
917953,William Zimmerman,4,6,0,11.5,2024-01-28,2,1,4,0,59,5.0,54.0,67.8,18,15,7.0,8.1,1.4,2,26,0,3.9,11.339999999999998,8,20.0,200.0,0.8333333333333334
483840,Kayla Perez,5,6,1,0.4,2024-01-21,1,2,8,0,48,48.0,0.0,83.8,23,14,12.0,7.0,2.4,1,27,0,4.2,16.8,7,22.22222222222222,-376.0,0.6086956521739131
294084,Jeremy Watson,4,3,0,5.0,2024-08-20,2,0,3,0,31,6.0,25.0,95.9,42,36,10.0,9.5,4.7,1,23,2,5.0,44.65,2,0.0,60.0,0.8571428571428571
253708,Sydney Jones,5,3,1,8.7,2024-11-11,0,2,1,0,99,87.0,12.0,77.1,18,3,7.0,5.4,1.7,1,14,2,2.7,9.18,10,100.0,-74.0,0.16666666666666666
735734,Corey Patrick,6,6,0,10.0,2024-04-21,1,2,4,1,82,6.0,76.0,71.0,42,28,39.0,3.3,1.8,0,22,2,3.1,5.9399999999999995,2,40.0,284.0,0.6666666666666666
342668,Molly Sullivan,1,3,1,2.7,2024-06-13,4,2,1,1,23,17.0,6.0,85.8,49,8,45.0,4.4,2.5,2,10,2,1.1,11.0,10,100.0,-10.0,0.16326530612244897
466438,Joel Morris Jr.,3,1,0,9.0,2024-01-22,0,0,3,0,92,31.0,61.0,61.4,14,7,10.0,8.6,2.7,2,5,0,1.1,23.22,2,0.0,93.0,0.5
543054,Donald Kelly,4,6,0,10.4,2024-07-04,2,2,6,0,35,20.0,15.0,66.2,21,9,10.0,7.9,4.6,0,6,0,4.7,36.339999999999996,9,28.57142857142857,-24.0,0.42857142857142855
643949,Barbara Lara,3,5,1,8.6,2024-05-26,0,2,1,0,34,2.0,32.0,96.3,20,20,4.0,9.6,1.3,2,27,2,1.2,12.48,3,100.0,31.0,1.0
926703,Yolanda Graves,0,2,0,12.5,2024-12-07,4,1,1,0,98,3.0,93.22561810863837,55.0,38,4,13.0,4.3,1.8,2,27,2,3.3,7.74,8,50.0,91.31524122269096,0.10526315789473684
122953,Ashley Davis,2,4,0,14.6,2024-05-07,0,2,10,1,47,22.0,25.0,66.4,29,14,20.0,9.4,3.4,1,7,0,2.8,31.96,7,18.181818181818183,40.0,0.4827586206896552
946223,Kevin Wood,0,5,0,7.3,2024-11-12,1,2,3,1,60,49.0,11.0,67.1,17,14,1.0,4.6,4.1,2,6,0,4.3,18.859999999999996,10,50.0,-111.0,0.8235294117647058
121009,Andrew Murphy,6,6,0,6.1,2024-08-19,4,0,5,0,31,0.0,31.0,52.9,9,6,8.0,6.6,1.6,1,10,2,4.3,10.56,12,0.0,160.0,0.6666666666666666
486682,Amy Burke,4,7,0,10.9,2024-07-25,4,2,0,0,13,0.0,13.0,65.2,18,6,3.0,3.7,1.5,1,7,2,3.7,5.550000000000001,3,200.0,0.0,0.3333333333333333
169712,Stephen Medina,1,3,0,6.9,2024-03-09,1,1,6,1,75,9.0,66.0,94.9,28,15,21.0,9.5,5.0,2,6,1,4.8,47.5,3,14.285714285714285,348.0,0.5357142857142857
971613,Brandon King,4,6,0,11.1,2024-06-01,2,0,4,0,85,11.0,74.0,82.9,41,41,4.0,4.0,3.7,2,4,0,3.0,14.8,12,0.0,256.0,1.0
723407,Jeffrey Bowen,6,4,1,9.2,2024-05-16,3,0,9,1,77,12.0,65.0,50.3,30,25,19.0,8.4,2.1,0,23,1,1.6,17.64,1,0.0,486.0,0.8333333333333334
464072,Rodney Williams,4,6,0,6.4,2024-03-21,1,0,7,1,65,26.0,39.0,95.1,40,19,4.0,6.0,3.7,2,10,2,1.1,22.200000000000003,10,0.0,98.0,0.475
802433,Jerry Meza,3,5,0,10.9,2024-06-13,4,2,0,1,52,35.0,17.0,55.7,50,22,1.0,7.0,4.1,1,23,2,2.6,28.699999999999996,3,200.0,-0.0,0.44
180880,Brandi Baxter,3,0,0,5.2,2024-07-31,3,0,10,0,87,37.0,50.0,88.3,50,48,38.0,1.5,4.8,2,27,0,1.7,7.199999999999999,12,0.0,140.0,0.96
158475,Jennifer Fox,3,4,0,14.6,2024-11-02,4,0,10,0,29,3.0,26.0,54.3,19,1,5.0,9.5,4.6,0,2,1,2.9,43.699999999999996,7,0.0,240.0,0.05263157894736842
216865,Mrs. Amy Browning,3,3,1,2.3,2024-09-02,2,1,10,1,54,18.0,36.0,65.0,24,3,13.0,8.8,2.3,1,2,1,1.6,20.24,11,9.090909090909092,190.0,0.125
622113,Barbara Holmes,5,1,0,2.7,2024-12-24,3,1,6,1,53,7.0,46.0,83.5,15,10,7.0,9.9,3.9,0,4,0,3.7,38.61,6,14.285714285714285,240.0,0.6666666666666666
772315,Sean Potter,0,0,0,7.1,2024-04-21,4,1,5,1,100,71.0,29.0,60.5,34,17,20.0,1.9,3.1,2,19,1,4.1,5.89,1,16.666666666666664,-205.0,0.5
853819,William Anderson,6,7,1,7.6,2024-01-23,2,1,9,1,17,5.0,12.0,95.5,27,8,13.0,2.7,4.6,2,4,0,2.3,12.42,4,10.0,72.0,0.2962962962962963
65285,Craig Davenport,1,3,0,3.2,2024-09-15,4,1,6,1,22,0.0,22.0,95.3,23,1,15.0,4.9,2.0,0,24,1,1.1,9.8,12,14.285714285714285,138.0,0.043478260869565216
873684,Mary Hodges,5,0,0,2.8,2024-04-20,2,2,1,1,94,38.0,56.0,92.4,29,28,19.0,9.1,2.1,0,23,1,1.1,19.11,4,100.0,19.0,0.9655172413793104
974946,Mrs. Lori Morales,6,5,0,11.3,2024-12-18,3,0,7,1,22,15.0,7.0,75.1,9,2,8.0,4.1,2.8,0,10,1,4.7,11.479999999999999,11,0.0,-49.0,0.2222222222222222
314905,Jonathan Thomas,4,3,0,6.0,2024-01-25,2,2,6,1,77,12.0,65.0,50.0,48,39,35.0,9.0,2.6,1,11,0,4.7,23.400000000000002,3,28.57142857142857,324.0,0.8125
652813,Michael Casey,4,6,0,8.3,2024-12-14,1,1,1,0,67,55.0,12.0,60.0,6,1,5.0,7.7,1.3,2,14,0,2.4,10.01,10,50.0,-42.0,0.16666666666666666
493294,Charles James,2,4,0,8.2,2024-04-07,0,1,9,0,75,2.0,73.0,72.1,26,5,16.0,8.4,4.2,2,3,0,3.7,35.28,12,10.0,637.1883196331303,0.19230769230769232
705094,Jordan Campbell,2,7,0,11.7,2024-06-07,3,1,3,0,67,4.0,63.0,99.4,14,6,8.0,5.5,4.2,0,16,0,1.2,23.1,6,25.0,180.0,0.42857142857142855
73123,Alexander Dominguez,3,4,1,8.5,2024-01-03,2,2,1,1,71,41.0,30.0,60.4,17,13,2.0,8.3,1.3,2,6,2,1.3,10.790000000000001,6,100.0,-10.0,0.7647058823529411
583455,Bradley Garcia,1,7,0,4.7,2024-08-25,4,0,3,0,70,14.0,56.0,82.3,29,4,25.0,2.8,4.5,1,20,2,4.8,12.6,6,0.0,129.0,0.13793103448275862
361519,Natasha Gomez,4,0,0,12.4,2024-10-05,2,0,9,0,50,43.0,7.0,89.9,17,4,0.0,8.4,1.5,1,24,2,4.0,12.600000000000001,10,0.0,-315.0,0.23529411764705882
305262,Joshua Dickson,1,1,0,5.0,2024-04-18,2,2,8,1,18,9.0,9.0,88.9,22,12,21.0,4.1,1.9,2,29,0,2.2,7.789999999999999,2,22.22222222222222,8.0,0.5454545454545454
505887,Robert Torres,3,1,1,4.8,2024-02-25,1,0,9,0,26,9.0,17.0,80.4,19,4,1.0,4.3,3.3,1,16,1,4.4,14.19,12,0.0,81.0,0.21052631578947367
657540,Kelly Diaz,3,6,0,11.5,2024-06-30,3,2,0,1,75,47.0,28.0,51.4,47,7,15.0,2.5,2.8,2,28,2,2.9,7.0,8,200.0,-0.0,0.14893617021276595
630577,Diana Soto,0,0,0,12.0,2024-06-28,0,2,2,0,68,63.0,5.0,81.6,49,46,3.0,6.1,5.0,1,22,2,3.9,30.5,2,66.66666666666666,-114.0,0.9387755102040817
135738,Natalie Robinson,2,2,2,10.8,2024-08-09,3,2,0,1,71,22.0,49.0,62.1,12,4,1.0,1.8,3.5,1,20,0,3.2,6.3,10,200.0,0.0,0.3333333333333333
461155,Sherry Young,0,3,1,4.0,2024-10-19,0,2,4,1,57,48.0,9.0,93.4,15,9,7.0,9.6,1.7,1,8,2,2.1,16.32,11,40.0,-152.0,0.6
144031,Colin Howard,1,5,0,8.3,2024-03-12,3,2,9,1,10,2.0,8.0,81.8,32,30,9.0,2.7,2.7,1,8,2,4.6,7.290000000000001,11,20.0,63.0,0.9375
91790,Ryan Mcdonald,5,4,0,9.0,2024-08-25,1,2,8,1,90,68.0,22.0,63.2,10,8,5.0,4.3,3.1,1,6,2,3.0,13.33,2,22.22222222222222,-360.0,0.8
980668,William Wilson,6,6,0,10.5,2024-09-09,0,2,7,1,32,13.0,19.0,61.8,33,28,25.0,9.4,2.0,1,0,2,4.1,18.8,8,25.0,49.0,0.8484848484848485
415416,Jennifer Knight,5,3,0,12.5,2024-11-08,1,1,1,0,85,4.0,81.0,57.2,50,7,47.194724498034155,2.0,1.5,1,20,1,4.5,3.0,8,50.0,78.0,0.14
420338,Derek Austin,5,5,0,8.7,2024-01-19,0,1,1,0,48,1.0,47.0,67.1,20,2,10.0,7.6,1.3,2,28,0,4.7,9.879999999999999,6,50.0,47.0,0.1
720116,Patricia Reyes,6,5,0,5.5,2024-10-25,4,1,10,1,72,1.0,71.0,78.1,37,36,35.0,7.0,2.1,0,4,2,3.7,14.700000000000001,8,9.090909090909092,637.1883196331303,0.972972972972973
112023,Richard Sullivan,4,2,0,9.9,2024-02-14,0,2,8,0,44,16.0,28.0,71.1,44,9,12.0,4.3,2.8,0,8,2,2.4,12.04,3,22.22222222222222,104.0,0.20454545454545456
